Mushroom ID,Cap Shape,Cap Color,Gill Size,Stalk Shape,Habitat,Edibility,Market Demand,Spore Print Color,Population,Odor,Bruising,Ring Type,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Type,Veil Color,Growth Rate,Inspection Date,Incubation date,Temperature,Measurement
315,conical,brown,narrow,enlarging,woods,poisonous,3,black,numerous,creosote,No,evanescent,silky,smooth,pink,orange,universal,yellow,0.587536193,03/08/2021,03/03/2021,0.0,C
316,conical,brown,narrow,enlarging,woods,edible,7,brown,numerous,almond,Yes,none,silky,scaly,pink,white,universal,orange,2.419641297,03/11/2022,03/04/2022,3.0,C
317,bell,brown,narrow,enlarging,leaves,poisonous,6,yellow,scattered,almond,No,none,silky,silky,pink,brown,universal,orange,4.236417001,02/11/2023,02/04/2023,27.0,C
318,conical,gray,narrow,tapering,paths,poisonous,3,brown,numerous,almond,No,flaring,scaly,silky,orange,pink,partial,white,1.693712309,1/13/2023,01/04/2023,23.0,C
319,sunken,yellow,broad,tapering,woods,poisonous,5,white,several,almond,Yes,none,silky,smooth,gray,orange,partial,brown,1.200341729,05/06/2023,05/01/2023,26.0,C
320,conical,yellow,broad,tapering,grasses,poisonous,10,brown,solitary,almond,No,flaring,fibrous,smooth,orange,orange,universal,white,3.324322314,04/05/2023,04/03/2023,16.0,C
321,conical,brown,broad,tapering,woods,poisonous,7,yellow,scattered,creosote,Yes,none,smooth,silky,pink,gray,universal,white,4.625671407,05/09/2023,05/03/2023,18.0,C
322,sunken,brown,broad,enlarging,woods,poisonous,3,yellow,solitary,anise,No,pendant,silky,fibrous,gray,gray,partial,orange,4.996957079,02/11/2023,02/03/2023,29.0,C
323,sunken,gray,narrow,enlarging,urban,edible,8,yellow,solitary,creosote,Yes,none,scaly,silky,orange,brown,universal,yellow,1.29597816,05/05/2023,05/05/2023,4.0,C
324,flat,white,narrow,enlarging,grasses,,4,brown,abundant,musty,No,none,fibrous,silky,orange,white,universal,orange,2.57464372,05/09/2023,05/04/2023,6.0,C
325,conical,red,narrow,enlarging,paths,edible,3,white,scattered,anise,No,flaring,silky,fibrous,pink,pink,universal,white,2.538718559,02/10/2022,02/04/2022,18.0,C
326,convex,yellow,broad,enlarging,paths,poisonous,3,brown,several,almond,Yes,flaring,smooth,fibrous,pink,gray,partial,yellow,2.595993818,02/08/2023,02/04/2023,15.0,C
327,bell,gray,narrow,enlarging,grasses,edible,7,yellow,abundant,almond,No,none,silky,scaly,orange,white,partial,orange,1.627737914,05/07/2023,05/03/2023,9.0,C
328,flat,yellow,narrow,tapering,urban,edible,3,white,numerous,foul,Yes,evanescent,scaly,silky,white,orange,universal,white,2.726681195,3/14/2023,03/05/2023,25.0,C
329,convex,gray,broad,tapering,grasses,edible,7,black,abundant,anise,Yes,none,scaly,smooth,gray,white,partial,brown,4.577630922,03/03/2023,03/01/2023,27.0,C
330,flat,red,narrow,enlarging,woods,edible,2,orange,numerous,musty,Yes,evanescent,fibrous,fibrous,brown,white,partial,white,1.673920509,04/05/2023,04/05/2023,20.0,C
331,sunken,yellow,broad,enlarging,grasses,poisonous,2,black,solitary,musty,No,none,scaly,scaly,brown,pink,partial,yellow,0.502267005,04/07/2023,04/05/2023,25.0,C
332,flat,gray,narrow,enlarging,grasses,,5,brown,numerous,foul,No,flaring,smooth,scaly,white,white,partial,orange,4.147085787,03/07/2022,03/03/2022,12.0,C
333,flat,white,narrow,enlarging,woods,edible,3,brown,abundant,musty,Yes,none,scaly,scaly,pink,pink,partial,orange,3.645836374,05/10/2020,05/03/2020,16.0,C
334,flat,red,narrow,enlarging,paths,poisonous,5,brown,numerous,almond,No,none,scaly,smooth,white,pink,universal,yellow,1.726630758,01/09/2023,01/04/2023,9.0,C
335,convex,gray,narrow,enlarging,paths,poisonous,4,orange,abundant,foul,Yes,none,smooth,scaly,white,orange,universal,white,1.931361796,03/10/2022,03/03/2022,17.0,C
336,conical,gray,broad,enlarging,woods,poisonous,7,orange,abundant,anise,Yes,pendant,scaly,silky,pink,white,universal,brown,2.606462237,01/06/2023,01/03/2023,22.0,C
337,convex,yellow,narrow,enlarging,grasses,edible,3,white,solitary,foul,Yes,flaring,silky,scaly,orange,gray,universal,brown,0.502267005,03/08/2021,03/03/2021,13.0,C
338,bell,red,narrow,enlarging,woods,edible,6,brown,solitary,musty,No,flaring,silky,smooth,pink,white,universal,white,0.737859871,01/10/2023,01/05/2023,7.0,C
339,bell,brown,narrow,enlarging,urban,edible,9,brown,abundant,almond,No,pendant,fibrous,silky,gray,orange,universal,brown,2.452893487,04/06/2020,04/01/2020,0.0,C
340,convex,brown,broad,tapering,paths,edible,6,yellow,scattered,anise,Yes,flaring,silky,fibrous,pink,brown,universal,white,1.140256398,02/11/2022,02/02/2022,20.0,C
341,sunken,yellow,narrow,enlarging,leaves,poisonous,3,orange,solitary,foul,Yes,evanescent,silky,scaly,gray,brown,partial,orange,3.266697577,05/06/2023,05/05/2023,8.0,C
342,convex,yellow,broad,tapering,woods,poisonous,3,brown,scattered,almond,Yes,evanescent,smooth,silky,pink,gray,universal,white,2.750554232,05/05/2022,05/01/2022,1.0,C
343,conical,gray,broad,tapering,urban,poisonous,2,brown,several,foul,No,none,silky,scaly,white,brown,universal,brown,2.54192123,05/08/2022,05/02/2022,23.0,C
344,sunken,yellow,narrow,tapering,grasses,poisonous,9,black,scattered,almond,No,none,scaly,scaly,orange,white,universal,yellow,4.645758749,01/04/2023,01/01/2023,1.0,C
345,sunken,red,broad,enlarging,urban,edible,9,white,several,foul,Yes,flaring,smooth,scaly,orange,pink,partial,orange,2.955901462,02/08/2023,02/05/2023,5.0,C
346,bell,red,narrow,enlarging,urban,edible,1,white,abundant,almond,No,evanescent,silky,scaly,orange,orange,universal,white,1.197784433,05/04/2023,05/02/2023,27.0,C
347,bell,yellow,broad,enlarging,grasses,edible,9,brown,solitary,musty,No,evanescent,fibrous,fibrous,pink,brown,universal,white,2.851037039,05/04/2023,05/04/2023,26.0,C
348,flat,gray,broad,tapering,woods,edible,8,brown,numerous,musty,Yes,evanescent,smooth,smooth,pink,pink,universal,yellow,4.080044405,03/05/2023,03/01/2023,10.0,C
349,conical,brown,narrow,tapering,paths,poisonous,10,black,several,almond,No,evanescent,smooth,scaly,pink,orange,partial,white,1.113488844,03/07/2021,03/03/2021,3.0,C
350,conical,yellow,narrow,enlarging,paths,poisonous,3,brown,scattered,almond,Yes,flaring,scaly,silky,white,brown,universal,white,4.084920104,03/07/2023,03/04/2023,26.0,C
351,flat,yellow,narrow,enlarging,paths,,2,brown,several,foul,No,none,silky,silky,pink,brown,universal,brown,1.159824319,03/11/2020,03/05/2020,6.0,C
352,conical,white,narrow,enlarging,urban,poisonous,10,orange,numerous,anise,No,pendant,fibrous,fibrous,brown,white,universal,yellow,0.502267005,01/11/2023,01/03/2023,18.0,C
353,conical,yellow,broad,enlarging,urban,poisonous,7,white,numerous,anise,No,none,silky,fibrous,pink,pink,partial,yellow,3.73798881,02/08/2023,02/04/2023,5.0,C
354,flat,yellow,narrow,enlarging,urban,edible,3,white,several,almond,Yes,none,smooth,smooth,pink,gray,universal,orange,3.683496936,01/07/2023,01/02/2023,24.0,C
355,conical,gray,narrow,tapering,urban,poisonous,3,yellow,abundant,musty,No,evanescent,silky,silky,brown,pink,universal,brown,3.901502518,03/02/2021,03/01/2021,26.0,C
356,flat,red,narrow,enlarging,urban,,5,brown,scattered,musty,Yes,pendant,silky,silky,white,brown,universal,white,1.657208775,05/08/2023,05/04/2023,9.0,C
357,flat,white,narrow,enlarging,urban,edible,3,brown,numerous,foul,Yes,pendant,silky,silky,pink,pink,universal,white,2.468960789,01/05/2023,01/04/2023,22.0,C
358,sunken,red,broad,enlarging,urban,poisonous,10,brown,numerous,creosote,Yes,flaring,fibrous,silky,brown,orange,partial,orange,0.505894132,01/06/2023,01/03/2023,19.0,C
359,conical,gray,broad,tapering,leaves,edible,10,black,numerous,foul,Yes,flaring,fibrous,fibrous,white,orange,universal,yellow,0.502267005,02/09/2023,02/01/2023,6.0,C
360,conical,red,broad,tapering,grasses,edible,3,brown,several,foul,No,flaring,silky,silky,brown,pink,universal,yellow,2.717112197,05/05/2023,05/01/2023,20.0,C
361,convex,white,narrow,enlarging,leaves,edible,5,brown,numerous,almond,No,evanescent,scaly,silky,orange,brown,universal,brown,3.404631986,01/04/2023,01/04/2023,12.0,C
362,bell,yellow,broad,enlarging,grasses,edible,4,brown,scattered,musty,Yes,flaring,scaly,fibrous,pink,white,universal,white,4.736777543,03/06/2023,03/02/2023,11.0,C
363,conical,gray,narrow,tapering,leaves,edible,3,white,scattered,anise,Yes,pendant,scaly,silky,gray,orange,universal,white,0.649739258,01/10/2023,01/04/2023,5.0,C
364,convex,white,narrow,enlarging,leaves,edible,9,white,solitary,foul,Yes,pendant,silky,scaly,gray,gray,partial,white,2.242366521,02/12/2023,02/04/2023,5.0,C
365,conical,white,narrow,enlarging,leaves,poisonous,6,white,scattered,creosote,No,pendant,fibrous,silky,pink,gray,partial,white,3.727559017,02/09/2023,02/01/2023,0.0,C
366,flat,yellow,narrow,enlarging,paths,edible,4,orange,numerous,anise,No,evanescent,smooth,silky,brown,pink,universal,yellow,2.942369355,02/03/2023,02/03/2023,6.0,C
367,bell,red,broad,enlarging,leaves,poisonous,3,black,abundant,almond,No,none,silky,silky,pink,orange,partial,orange,0.547585097,01/05/2023,01/04/2023,12.0,C
368,sunken,brown,narrow,enlarging,grasses,poisonous,5,white,numerous,foul,Yes,none,smooth,smooth,white,white,universal,orange,1.405691462,03/12/2031,03/04/2031,12.0,C
369,conical,white,narrow,enlarging,woods,,3,yellow,solitary,foul,Yes,evanescent,fibrous,smooth,pink,gray,universal,yellow,3.604881665,04/11/2023,04/05/2023,10.0,C
370,conical,white,narrow,enlarging,grasses,poisonous,3,yellow,numerous,musty,No,evanescent,smooth,fibrous,orange,white,universal,white,14.83662808,01/09/2023,01/04/2023,12.0,C
371,flat,yellow,narrow,enlarging,paths,,6,brown,solitary,almond,No,evanescent,smooth,silky,gray,gray,universal,brown,2.306386849,01/04/2023,01/03/2023,29.0,C
372,conical,brown,broad,enlarging,urban,poisonous,1,yellow,numerous,almond,Yes,flaring,smooth,smooth,orange,orange,universal,orange,1.875264719,04/07/2023,04/01/2023,11.0,C
373,convex,brown,narrow,enlarging,grasses,edible,6,yellow,abundant,anise,Yes,none,scaly,silky,pink,brown,universal,brown,2.623775209,01/10/2023,01/05/2023,29.0,C
374,convex,brown,narrow,enlarging,paths,poisonous,9,yellow,solitary,creosote,Yes,flaring,scaly,smooth,brown,brown,universal,yellow,4.414753177,04/04/2023,04/02/2023,27.0,C
375,bell,gray,narrow,enlarging,paths,poisonous,4,white,solitary,almond,Yes,none,silky,fibrous,pink,gray,universal,white,4.271511675,05/08/2023,05/01/2023,10.0,C
376,bell,white,broad,tapering,grasses,edible,4,black,several,almond,No,evanescent,smooth,fibrous,orange,gray,universal,yellow,3.36189838,04/10/2023,04/04/2023,14.0,C
377,sunken,brown,narrow,enlarging,woods,poisonous,4,brown,scattered,musty,No,none,smooth,scaly,orange,brown,universal,orange,1.149553557,05/01/2023,05/01/2023,4.0,C
378,conical,red,narrow,tapering,urban,,3,brown,abundant,creosote,Yes,none,fibrous,silky,white,brown,universal,white,3.121849875,03/12/2023,03/05/2023,12.0,C
379,sunken,gray,narrow,tapering,grasses,edible,4,black,solitary,creosote,No,none,smooth,scaly,white,orange,partial,white,0.502267005,02/09/2023,02/04/2023,10.0,C
380,conical,brown,narrow,enlarging,grasses,poisonous,3,brown,several,foul,Yes,none,smooth,smooth,orange,gray,universal,orange,1.054448072,02/09/2023,02/03/2023,8.0,C
381,sunken,gray,broad,enlarging,urban,edible,4,black,several,musty,Yes,none,scaly,smooth,brown,gray,partial,yellow,0.502267005,02/07/2022,02/03/2022,25.0,C
382,flat,brown,narrow,enlarging,woods,,2,brown,scattered,almond,No,evanescent,smooth,fibrous,orange,brown,universal,orange,3.927884076,02/09/2023,02/03/2023,15.0,C
383,conical,brown,broad,tapering,grasses,,2,yellow,numerous,almond,No,none,fibrous,scaly,orange,brown,universal,yellow,1.681288675,04/03/2023,04/01/2023,23.0,C
384,flat,white,broad,tapering,grasses,poisonous,6,orange,several,almond,No,evanescent,smooth,smooth,orange,brown,partial,yellow,3.004899767,02/08/2023,02/05/2023,18.0,C
385,convex,red,broad,tapering,woods,poisonous,3,yellow,numerous,creosote,Yes,none,smooth,smooth,orange,white,universal,orange,2.124336735,03/04/2023,03/01/2023,9.0,C
386,bell,white,narrow,enlarging,grasses,poisonous,8,brown,scattered,creosote,Yes,none,smooth,fibrous,white,white,universal,yellow,0.502267005,05/10/2023,05/01/2023,11.0,C
387,sunken,red,narrow,enlarging,grasses,poisonous,7,black,solitary,anise,Yes,pendant,fibrous,smooth,pink,pink,universal,orange,3.525131003,04/04/2023,04/03/2023,17.0,C
388,conical,brown,broad,tapering,urban,edible,1,yellow,numerous,anise,No,flaring,silky,smooth,orange,gray,partial,orange,1.715256303,03/01/2023,03/01/2023,6.0,C
389,flat,red,broad,tapering,grasses,edible,6,white,abundant,anise,No,flaring,smooth,smooth,brown,orange,partial,white,4.273047107,04/02/2023,04/02/2023,9.0,C
390,conical,white,broad,enlarging,woods,poisonous,5,brown,abundant,foul,Yes,pendant,silky,smooth,white,gray,partial,yellow,4.063114651,02/10/2023,02/03/2023,2.0,C
391,bell,white,broad,enlarging,paths,,6,orange,several,anise,No,none,scaly,scaly,pink,orange,universal,white,0.881333698,04/05/2023,04/02/2023,5.0,C
392,convex,gray,broad,enlarging,urban,poisonous,8,brown,solitary,almond,Yes,pendant,scaly,silky,pink,gray,universal,brown,3.217686194,01/08/2023,01/01/2023,28.0,C
393,conical,white,broad,tapering,woods,,7,brown,scattered,almond,No,none,smooth,scaly,white,brown,universal,yellow,4.896968527,01/04/2023,01/02/2023,4.0,C
394,conical,gray,narrow,tapering,woods,poisonous,3,yellow,several,foul,Yes,pendant,scaly,smooth,pink,gray,universal,white,3.003651031,02/07/2023,02/04/2023,14.0,C
395,flat,white,broad,tapering,leaves,poisonous,5,brown,numerous,musty,No,evanescent,smooth,smooth,white,brown,partial,white,1.677610576,02/08/2023,02/04/2023,0.0,C
396,convex,gray,narrow,enlarging,woods,poisonous,8,orange,abundant,almond,No,flaring,smooth,silky,pink,orange,universal,white,0.588742445,04/09/2023,04/03/2023,6.0,C
397,bell,white,narrow,enlarging,woods,edible,6,orange,scattered,foul,Yes,flaring,smooth,silky,pink,pink,universal,yellow,2.47996435,05/05/2023,05/05/2023,26.0,C
398,flat,gray,broad,enlarging,urban,edible,8,brown,numerous,musty,No,none,silky,scaly,gray,white,partial,yellow,4.689329007,02/03/2023,02/02/2023,8.0,C
399,flat,white,narrow,tapering,grasses,edible,7,brown,scattered,foul,No,flaring,fibrous,silky,brown,brown,universal,white,1.03324942,02/02/2023,02/01/2023,3.0,C
400,sunken,red,broad,enlarging,leaves,edible,10,yellow,several,almond,Yes,none,silky,silky,brown,orange,partial,white,0.505286054,05/02/2022,05/02/2022,29.0,C
401,conical,yellow,narrow,tapering,paths,edible,3,white,several,creosote,No,flaring,smooth,fibrous,white,gray,partial,yellow,2.814963933,02/11/2023,02/05/2023,0.0,C
402,flat,yellow,narrow,tapering,urban,edible,6,orange,scattered,foul,Yes,none,silky,scaly,pink,white,partial,yellow,3.757688046,03/10/2023,03/05/2023,16.0,C
403,convex,gray,broad,tapering,grasses,edible,4,brown,several,creosote,Yes,pendant,fibrous,fibrous,brown,gray,universal,brown,2.301737779,02/10/2023,02/04/2023,11.0,C
404,conical,yellow,broad,enlarging,grasses,poisonous,6,white,abundant,foul,Yes,flaring,fibrous,scaly,brown,gray,universal,yellow,4.425001707,05/05/2023,05/03/2023,9.0,C
405,conical,brown,narrow,tapering,urban,poisonous,4,brown,scattered,foul,No,none,fibrous,silky,pink,brown,partial,orange,0.96247276,04/11/2023,04/04/2023,17.0,C
406,bell,gray,narrow,tapering,urban,poisonous,7,orange,numerous,almond,Yes,none,fibrous,silky,white,white,universal,orange,1.267475152,04/07/2020,04/01/2020,15.0,C
407,bell,gray,broad,enlarging,paths,edible,6,orange,numerous,foul,No,flaring,silky,fibrous,brown,gray,universal,brown,2.657922898,03/12/2023,03/03/2023,0.0,C
408,sunken,gray,broad,enlarging,woods,poisonous,10,orange,several,foul,No,none,smooth,fibrous,white,orange,universal,brown,3.419889081,05/10/2023,05/03/2023,20.0,C
409,sunken,gray,broad,enlarging,urban,poisonous,8,white,several,creosote,Yes,evanescent,silky,silky,pink,white,universal,white,3.760390146,03/09/2023,03/02/2023,27.0,C
410,convex,white,broad,enlarging,grasses,poisonous,5,brown,several,almond,No,evanescent,fibrous,fibrous,orange,brown,universal,yellow,0.7466634,01/06/2023,01/04/2023,8.0,C
411,conical,gray,narrow,tapering,leaves,edible,7,brown,abundant,foul,Yes,pendant,silky,silky,orange,orange,universal,white,4.221546008,02/07/2023,02/01/2023,29.0,C
412,flat,gray,broad,enlarging,leaves,edible,3,brown,solitary,musty,Yes,none,smooth,smooth,gray,pink,partial,white,0.761968212,03/05/2023,03/01/2023,14.0,C
413,conical,gray,narrow,tapering,urban,poisonous,10,brown,scattered,almond,No,evanescent,silky,silky,gray,white,partial,white,1.517399874,04/07/2020,04/05/2020,8.0,C
414,flat,gray,narrow,tapering,woods,edible,9,brown,solitary,almond,Yes,evanescent,smooth,smooth,orange,pink,universal,yellow,2.410919695,01/09/2023,01/01/2023,23.0,C
415,bell,yellow,narrow,tapering,leaves,poisonous,7,black,scattered,musty,Yes,none,scaly,fibrous,white,white,universal,white,2.965873253,05/10/2023,05/03/2023,7.0,C
416,bell,yellow,broad,enlarging,urban,edible,2,orange,numerous,creosote,Yes,pendant,smooth,scaly,white,gray,universal,yellow,2.178455415,04/06/2022,04/01/2022,24.0,C
417,convex,gray,broad,enlarging,grasses,edible,7,black,abundant,anise,Yes,pendant,scaly,scaly,pink,gray,partial,white,2.491855608,05/10/2023,05/02/2023,4.0,C
418,convex,gray,broad,tapering,paths,edible,3,orange,several,almond,Yes,pendant,smooth,smooth,orange,white,universal,white,2.206881959,05/08/2023,05/05/2023,20.0,C
419,convex,gray,narrow,enlarging,leaves,poisonous,5,white,solitary,creosote,No,evanescent,silky,fibrous,white,brown,universal,orange,3.647245658,5/13/2023,05/04/2023,15.0,C
420,sunken,yellow,broad,tapering,leaves,edible,3,yellow,solitary,almond,Yes,none,scaly,scaly,brown,brown,partial,white,3.416525182,05/08/2022,05/03/2022,24.0,C
421,convex,white,broad,tapering,paths,edible,2,black,abundant,almond,Yes,pendant,smooth,silky,pink,gray,universal,brown,1.821518796,01/06/2023,01/05/2023,13.0,C
422,flat,gray,broad,enlarging,paths,poisonous,3,brown,several,foul,No,none,silky,scaly,brown,white,partial,white,0.874568734,01/05/2023,01/02/2023,18.0,C
423,convex,yellow,narrow,enlarging,paths,poisonous,6,yellow,abundant,creosote,Yes,none,fibrous,silky,orange,pink,partial,orange,0.502267005,04/09/2023,04/05/2023,25.0,C
424,conical,gray,narrow,tapering,urban,edible,5,brown,abundant,anise,Yes,none,scaly,silky,gray,gray,universal,orange,4.885005018,02/08/2023,02/03/2023,7.0,C
425,bell,white,broad,enlarging,paths,edible,6,black,abundant,foul,Yes,pendant,smooth,silky,gray,gray,universal,orange,0.912158431,05/07/2023,05/01/2023,23.0,C
426,bell,brown,narrow,tapering,leaves,edible,1,white,numerous,almond,Yes,pendant,smooth,silky,gray,pink,partial,white,4.668678081,03/04/2023,03/02/2023,17.0,C
427,bell,gray,narrow,enlarging,grasses,poisonous,9,yellow,several,almond,No,none,scaly,smooth,orange,gray,universal,orange,3.067924612,01/09/2023,01/01/2023,6.0,C
428,flat,yellow,broad,enlarging,urban,edible,1,brown,solitary,foul,Yes,flaring,smooth,silky,gray,pink,partial,orange,0.502267005,04/06/2023,04/02/2023,2.0,C
429,conical,yellow,broad,tapering,grasses,edible,3,brown,scattered,almond,Yes,none,silky,smooth,orange,pink,partial,white,0.502267005,04/08/2023,04/03/2023,21.0,C
430,sunken,red,broad,enlarging,urban,poisonous,6,yellow,solitary,anise,Yes,flaring,silky,scaly,brown,orange,universal,yellow,0.729483259,02/11/2023,02/02/2023,11.0,C
431,flat,yellow,broad,tapering,woods,poisonous,3,white,numerous,anise,No,none,smooth,silky,gray,gray,partial,orange,0.977608638,02/12/2023,02/04/2023,21.0,C
432,conical,yellow,broad,tapering,paths,edible,5,black,numerous,almond,Yes,none,fibrous,scaly,pink,white,partial,brown,2.998703095,05/06/2023,05/05/2023,29.0,C
433,conical,gray,narrow,enlarging,grasses,edible,9,black,several,almond,Yes,flaring,smooth,silky,brown,gray,partial,brown,2.129542963,05/01/2023,05/01/2023,8.0,C
434,flat,brown,broad,tapering,urban,poisonous,2,white,solitary,musty,No,none,silky,fibrous,orange,white,universal,brown,3.769307426,02/11/2022,02/02/2022,17.0,C
435,convex,gray,narrow,enlarging,urban,edible,6,orange,abundant,creosote,Yes,none,fibrous,silky,orange,gray,partial,orange,0.553192911,01/09/2022,01/02/2022,3.0,C
436,bell,gray,broad,enlarging,urban,poisonous,3,brown,solitary,anise,No,none,scaly,silky,orange,white,universal,yellow,0.716293575,01/09/2023,01/05/2023,14.0,C
437,flat,yellow,broad,enlarging,urban,edible,3,black,abundant,creosote,Yes,flaring,smooth,fibrous,white,orange,partial,orange,2.066070117,03/05/2023,03/01/2023,3.0,C
438,sunken,white,narrow,enlarging,leaves,poisonous,10,brown,abundant,anise,No,flaring,silky,scaly,brown,orange,partial,orange,1.800769467,04/09/2023,04/04/2023,22.0,C
439,sunken,white,broad,tapering,urban,edible,3,yellow,scattered,almond,No,flaring,silky,fibrous,pink,orange,universal,brown,0.502267005,01/09/2023,01/05/2023,4.0,C
440,sunken,gray,broad,enlarging,grasses,poisonous,6,white,numerous,musty,Yes,none,silky,fibrous,gray,gray,partial,brown,3.587349034,01/03/2023,01/02/2023,7.0,C
441,flat,gray,broad,enlarging,woods,edible,6,white,numerous,musty,Yes,flaring,smooth,silky,pink,pink,partial,white,0.502267005,04/02/2023,04/01/2023,16.0,C
442,conical,gray,narrow,tapering,leaves,poisonous,10,yellow,numerous,anise,No,pendant,smooth,silky,orange,pink,partial,yellow,1.53339588,03/06/2023,03/03/2023,28.0,C
443,sunken,gray,narrow,tapering,urban,,7,orange,scattered,almond,No,evanescent,silky,silky,brown,gray,partial,white,3.572049776,02/03/2031,02/01/2031,20.0,C
444,flat,yellow,narrow,tapering,urban,edible,7,brown,several,anise,Yes,flaring,scaly,fibrous,brown,brown,partial,brown,1.290313323,04/08/2023,04/03/2023,4.0,C
445,bell,white,broad,enlarging,grasses,edible,5,orange,scattered,creosote,Yes,none,fibrous,smooth,gray,gray,partial,brown,0.868587755,04/10/2023,04/01/2023,3.0,C
446,conical,gray,narrow,enlarging,leaves,,8,brown,abundant,musty,Yes,none,silky,smooth,gray,white,universal,white,4.953907602,04/04/2023,04/04/2023,12.0,C
447,bell,white,narrow,enlarging,woods,poisonous,3,orange,solitary,creosote,Yes,flaring,silky,smooth,white,pink,universal,brown,1.274668755,04/07/2023,04/03/2023,13.0,C
448,sunken,yellow,narrow,enlarging,leaves,poisonous,2,brown,scattered,musty,Yes,pendant,scaly,silky,pink,gray,universal,white,4.55549084,02/09/2023,02/03/2023,5.0,C
449,bell,yellow,broad,enlarging,grasses,poisonous,4,orange,several,almond,Yes,pendant,smooth,silky,gray,gray,partial,white,2.618005824,02/06/2023,02/04/2023,16.0,C
450,sunken,gray,narrow,tapering,woods,poisonous,1,brown,several,anise,No,pendant,silky,scaly,white,pink,universal,orange,4.570102165,01/08/2023,01/04/2023,26.0,C
451,bell,red,broad,enlarging,urban,edible,8,yellow,scattered,almond,Yes,none,scaly,silky,orange,brown,partial,brown,0.502267005,05/09/2023,05/05/2023,25.0,C
452,bell,gray,broad,enlarging,grasses,poisonous,3,white,several,almond,Yes,none,scaly,smooth,pink,brown,universal,yellow,2.630169572,05/07/2023,05/04/2023,3.0,C
453,conical,gray,broad,tapering,grasses,poisonous,3,brown,scattered,creosote,Yes,none,fibrous,fibrous,gray,orange,universal,yellow,3.417900034,05/11/2023,05/04/2023,9.0,C
454,conical,gray,narrow,tapering,urban,edible,4,brown,numerous,almond,No,none,scaly,scaly,pink,orange,partial,orange,3.534975045,04/03/2023,04/01/2023,25.0,C
455,sunken,yellow,broad,enlarging,grasses,poisonous,3,orange,abundant,foul,No,evanescent,scaly,smooth,pink,pink,partial,brown,0.502267005,03/07/2020,03/04/2020,29.0,C
456,sunken,gray,broad,enlarging,urban,poisonous,10,brown,solitary,musty,No,flaring,fibrous,fibrous,gray,orange,universal,yellow,4.370430087,05/06/2023,05/04/2023,18.0,C
457,flat,gray,narrow,tapering,urban,poisonous,2,black,solitary,almond,Yes,pendant,scaly,smooth,pink,orange,universal,white,2.001932262,03/08/2023,03/05/2023,28.0,C
458,flat,gray,broad,tapering,urban,poisonous,5,white,solitary,almond,Yes,flaring,silky,smooth,pink,orange,partial,yellow,1.535306725,04/06/2023,04/04/2023,19.0,C
459,bell,brown,broad,enlarging,woods,poisonous,3,white,numerous,creosote,No,pendant,smooth,fibrous,brown,pink,partial,yellow,3.196157455,05/11/2023,05/05/2023,14.0,C
460,convex,brown,narrow,tapering,paths,poisonous,7,yellow,abundant,anise,Yes,none,silky,silky,white,gray,universal,brown,1.945809988,03/11/2023,03/03/2023,7.0,C
461,flat,white,narrow,tapering,grasses,,2,yellow,numerous,almond,Yes,none,smooth,silky,brown,gray,universal,white,4.401806562,03/09/2023,03/01/2023,20.0,C
462,flat,gray,narrow,enlarging,grasses,edible,5,black,numerous,almond,No,flaring,smooth,silky,brown,pink,universal,yellow,4.944938421,01/02/2023,01/01/2023,10.0,C
463,sunken,red,narrow,enlarging,grasses,edible,1,yellow,scattered,almond,No,flaring,scaly,scaly,pink,orange,universal,brown,3.866747423,03/10/2023,03/04/2023,13.0,C
464,sunken,white,narrow,tapering,urban,poisonous,5,white,numerous,creosote,Yes,flaring,fibrous,smooth,white,orange,universal,orange,1.644822156,04/04/2023,04/04/2023,12.0,C
465,bell,yellow,narrow,enlarging,urban,edible,9,brown,solitary,almond,Yes,pendant,smooth,scaly,white,brown,universal,yellow,3.920377886,01/06/2020,01/04/2020,19.0,C
466,flat,yellow,narrow,enlarging,urban,poisonous,10,brown,scattered,foul,No,evanescent,silky,silky,orange,white,partial,brown,2.059468848,03/06/2021,03/04/2021,21.0,C
467,flat,red,narrow,tapering,grasses,edible,4,brown,abundant,foul,No,evanescent,silky,silky,pink,brown,partial,orange,2.226100329,03/12/2023,03/04/2023,18.0,C
468,bell,gray,narrow,enlarging,leaves,,4,brown,numerous,almond,Yes,flaring,fibrous,silky,brown,pink,universal,white,3.551905953,01/10/2023,01/05/2023,25.0,C
469,conical,yellow,narrow,enlarging,grasses,edible,3,brown,several,almond,No,flaring,silky,silky,orange,white,partial,brown,3.269885424,01/03/2023,01/01/2023,16.0,C
470,conical,gray,broad,enlarging,woods,edible,3,yellow,numerous,foul,Yes,flaring,silky,fibrous,orange,gray,universal,brown,3.838981328,05/10/2023,05/03/2023,29.0,C
471,conical,gray,narrow,enlarging,leaves,poisonous,2,black,abundant,creosote,No,pendant,silky,scaly,gray,brown,partial,orange,3.510270759,04/01/2023,04/01/2023,8.0,C
472,bell,brown,narrow,enlarging,paths,,3,black,several,foul,Yes,none,smooth,silky,gray,gray,partial,yellow,1.24593574,01/06/2023,01/01/2023,26.0,C
473,convex,gray,broad,tapering,urban,edible,6,white,several,almond,Yes,none,fibrous,scaly,pink,orange,universal,orange,1.765762935,04/06/2020,04/01/2020,6.0,C
