Customer_Age,Transaction_Count,Product_Category,Region,Repeat_Customer,Income_Level,Annual_Spend,Average_Discount_Utilized,Session_Duration_Minutes,Page_Views_per_Session,Ad_Clicks_per_Session,Products_Viewed_per_Session,Subscription_Status,Sales_Amount_ImputeMean,Customer_LT_ImputeMean
41,3,A,South,Yes,High,2695.254433,23.39801016,28.46002335,3,0,4,Not_Subscribed,89.29529577,7323.823942
43,3,A,South,Yes,Low,870.2254592,11.87747204,28.38045183,6,1,1,Subscribed,126.3478813,16586.97033
33,8,C,North,No,Low,2568.128257,20.97769617,34.38412699,4,2,8,Subscribed,103.9519921,10987.99802
64,11,D,West,No,Low,1879.085606,13.52404934,21.16001143,1,2,3,Subscribed,141.5052175,20376.30436
30,4,B,West,Yes,Low,4200.71545,29.94180658,31.32497143,9,3,2,Subscribed,86.21624364,6554.06091
32,2,C,South,Yes,Medium,756.4042715,11.58878699,26.18510585,7,1,5,Not_Subscribed,134.7192761,18679.81902
44,3,A,East,No,Low,2383.732737,11.97826177,16.79506557,5,0,3,Not_Subscribed,103.9582157,10989.55392
21,4,C,North,No,Medium,2562.941409,28.26680639,33.37482075,4,1,11,Not_Subscribed,86.97163993,6742.909982
33,2,D,East,No,High,3762.527343,5.616110116,27.36692193,2,3,6,Subscribed,90.32228332,7580.57083
47,7,B,South,No,Medium,3084.294088,22.4172247,28.42975172,4,4,3,Not_Subscribed,93.59305384,8398.263459
61,2,C,North,Yes,High,3502.455517,23.13315977,17.89839057,5,0,3,Subscribed,108.4833189,12120.82973
47,11,A,East,No,Medium,3996.721785,25.90946444,45.91400368,4,3,6,Not_Subscribed,110.4567098,12614.17744
53,5,C,East,Yes,Medium,4379.913381,29.36098277,38.76714186,6,8,2,Not_Subscribed,88.52599992,7131.49998
20,5,A,East,No,High,1912.439735,29.39004798,39.64155884,3,1,3,Not_Subscribed,99.51290815,9878.227039
39,4,B,North,Yes,Medium,2921.102174,6.631918939,26.94555298,7,1,7,Not_Subscribed,142.8454072,20711.35179
39,4,B,East,No,High,4280.486353,25.54598307,12.7081711,5,1,4,Not_Subscribed,134.5508634,18637.71585
29,4,C,West,No,Low,4952.530089,21.15774834,49.52917382,6,1,7,Not_Subscribed,108.7264734,10193.947060490147
38,3,B,South,No,High,4502.8369,21.18355336,29.38902492,7,1,5,Subscribed,100.7600696,10190.01739
21,5,D,North,Yes,Medium,2171.602682,8.208748165,22.51200204,2,6,2,Subscribed,102.4006265,10600.15663
48,9,C,West,Yes,Low,1378.249327,21.25467916,34.16801574,6,2,3,Subscribed,112.2703595,13067.58986
61,5,A,East,Yes,Medium,2702.266418,29.56206452,41.67120788,4,3,5,Not_Subscribed,79.5441487,4886.037174
48,2,C,South,Yes,Low,3837.386533,27.79546424,29.76949444,6,3,7,Subscribed,94.85246925,8713.117313
40,6,A,East,No,High,2716.560818,15.97826652,42.78575168,3,5,5,Not_Subscribed,66.62831852,1657.079631
37,7,B,West,No,Low,2674.313885,5.998699332,40.82999939,6,2,9,Subscribed,107.9844625,11996.11561
32,5,A,East,No,Low,4272.036895,14.05733725,19.23618813,8,1,2,Not_Subscribed,112.9439188,13235.9797
40,7,A,North,Yes,Low,2126.317006,25.65975779,23.26209894,3,1,5,Not_Subscribed,90.33627075,7584.067689
45,7,A,West,No,Medium,4369.076037,22.53747754,39.57537163,7,2,5,Subscribed,131.4797353,17869.93382
33,8,A,North,No,Low,2330.621604,16.48359139,2.873874362,15,2,6,Not_Subscribed,75.48468674,3871.171685
54,7,D,South,No,High,1977.048976,6.377538379,28.50544307,7,1,0,Not_Subscribed,70.7125024,2678.125599
38,3,A,North,Yes,High,2542.9546,15.6723682,15.69168798,6,0,5,Subscribed,104.4890364,11122.25909
32,4,C,North,Yes,High,3931.011314,16.72562349,25.23446199,3,0,3,Subscribed,120.9419661,10193.947060490147
34,4,D,East,No,Low,1067.009125,28.21388832,27.01179911,2,1,3,Subscribed,133.6785538,18419.63846
54,3,A,East,Yes,High,1383.886471,21.02715259,26.41755622,5,2,3,Subscribed,90.82231474,7705.578686
30,7,A,West,Yes,Medium,4781.501715,12.79132292,24.47738748,6,0,6,Subscribed,121.5736167,15393.40417
36,7,A,South,No,High,1289.712323,18.13295661,19.0285635,6,2,3,Not_Subscribed,99.22983061,9807.457652
47,3,D,West,No,Low,3054.772931,6.651382696,52.91911267,4,1,3,Not_Subscribed,96.547454,9136.8635
62,7,A,South,Yes,High,3106.9151,29.31420589,48.67462004,1,1,5,Subscribed,117.6731987,14418.29969
35,8,A,South,Yes,Low,2703.310079,14.00149755,18.3793418,6,2,2,Not_Subscribed,113.0464576,13261.61439
31,3,A,North,No,Low,3401.353619,16.94668387,45.82116751,8,3,2,Subscribed,68.47215686,2118.039215
53,4,B,East,No,High,1534.220266,13.88209936,26.0053451,2,3,2,Not_Subscribed,129.530807,17382.70175
53,7,C,South,No,Medium,2986.980205,22.06279325,31.29187473,2,0,3,Not_Subscribed,127.6018271,16900.45677
37,1,A,East,No,Medium,2174.779649,21.55580396,29.3672604,2,4,3,Not_Subscribed,87.48874597,6872.186492
36,4,C,South,No,High,3477.502668,22.88305776,23.40251359,5,2,7,Subscribed,107.9160707,11979.01767
62,2,B,East,No,Low,1135.505945,11.70358074,39.83852344,7,3,4,Not_Subscribed,109.8806037,12470.15093
61,2,B,West,No,High,3068.948376,12.89171203,31.25886531,7,2,3,Subscribed,105.2134753,11303.36883
24,5,A,East,Yes,Low,1333.716599,8.131280777,25.23448577,9,3,3,Subscribed,88.99389692,7248.474231
61,6,C,North,Yes,Low,1753.893784,21.3877493,16.95410556,4,3,4,Subscribed,86.56753264,6641.88316
21,5,D,South,No,Low,1484.194101,5.994928183,21.06404986,7,0,4,Not_Subscribed,99.48891858,9872.229645
51,4,A,North,Yes,Medium,1322.770009,19.94205839,13.58619884,5,0,3,Not_Subscribed,123.4545804,15863.6451
19,5,D,South,Yes,Medium,4215.699282,26.74239712,30.12223548,7,1,1,Not_Subscribed,110.8720031,10193.947060490147
22,7,B,North,No,High,1785.684054,27.27080371,18.03334408,7,3,4,Subscribed,92.58771336,8146.92834
27,4,B,South,No,Medium,4672.057018,16.22594401,27.34439487,3,2,0,Subscribed,115.4339742,13858.49355
49,2,C,East,No,Low,4864.669364,16.48259221,43.70101854,5,3,4,Subscribed,43.02914759,-4242.713103
59,9,D,South,Yes,Low,3070.672115,6.924229575,41.99299573,5,0,6,Subscribed,122.975314,15743.8285
58,4,D,North,No,High,1143.505052,21.76912564,29.67723106,5,4,1,Subscribed,65.20572442,1301.431106
30,3,A,North,No,Low,2185.467095,25.53148551,29.12915274,5,1,4,Subscribed,92.75118117,8187.795293
56,4,C,South,Yes,High,4089.795185,11.11637637,48.79874549,8,1,1,Not_Subscribed,77.60660211,4401.650527
22,4,C,South,No,High,2153.258279,15.53252204,35.2075612,2,5,5,Subscribed,74.10637049,3526.592621
27,6,D,West,Yes,Low,891.5774824,25.97098342,26.7219354,6,4,3,Not_Subscribed,123.2165357,15804.13394
27,4,B,West,Yes,Medium,3005.532099,26.92801169,15.73981883,6,0,5,Subscribed,90.64597597,7661.493993
55,6,C,East,No,Low,4303.043832,11.07949951,33.93873218,6,2,6,Subscribed,106.9300776,11732.51941
44,9,B,East,No,Low,4081.668742,18.76426586,38.29323773,1,3,4,Not_Subscribed,99.06158842,9765.397106
38,3,A,East,No,High,1288.054131,9.812328766,23.68348475,10,1,7,Not_Subscribed,109.5408165,12385.20414
25,3,C,East,Yes,Medium,3527.440765,7.546969103,32.91202755,5,1,2,Not_Subscribed,101.5364378,10384.10946
18,8,C,East,No,High,1492.269185,27.77801253,26.36426705,3,3,5,Not_Subscribed,74.34015552,3585.038879
45,6,A,South,Yes,Low,1481.933905,25.51268761,28.15967601,0,3,4,Not_Subscribed,119.9253364,10193.947060490147
56,1,C,West,No,High,4433.32298,24.00087255,5.121779424,7,2,3,Not_Subscribed,90.12486834,7531.217084
31,7,D,South,No,High,1623.510287,6.21915797,27.78218596,4,0,4,Not_Subscribed,68.86836203,2217.090507
38,5,D,West,No,Low,1684.613059,26.09321982,39.69369302,6,3,6,Subscribed,91.43769678,7859.424195
47,7,A,West,No,High,502.9402584,15.9511019,23.68597444,4,0,5,Subscribed,100.91255216895318,17503.79895
38,5,B,North,Yes,Low,4418.010654,13.55987808,30.52526368,2,1,4,Subscribed,117.0044348,14251.10871
26,2,B,North,No,High,4066.676659,18.66190903,22.44049293,4,4,1,Subscribed,93.02695731,8256.739328
34,6,C,West,No,Medium,3322.980208,7.283831068,33.60441676,9,2,4,Not_Subscribed,93.01484591,8253.711478
22,7,B,South,No,Low,3876.195938,23.91616373,27.83476802,4,3,4,Not_Subscribed,93.56729898,8391.824744
48,5,B,West,No,Medium,1184.218553,19.56087692,20.60758459,5,0,5,Subscribed,141.5349597,20383.73992
57,6,A,East,Yes,High,2562.456176,9.664752422,43.32551468,8,1,5,Not_Subscribed,107.638709,11909.67726
55,5,B,South,Yes,Medium,2080.487243,9.705804994,39.28932014,2,3,6,Subscribed,108.6008329,12150.20824
60,6,B,South,No,Medium,921.9943682,9.606216289,23.95093236,2,1,3,Not_Subscribed,120.6056691,15151.41727
36,3,B,West,Yes,Medium,2687.587183,6.425059689,34.97788309,5,0,8,Subscribed,104.7757832,11193.9458
53,4,D,East,No,High,4643.328427,19.69496123,35.37412003,4,1,5,Subscribed,94.81915708,8704.789271
50,5,D,West,Yes,Low,680.2660357,26.00870444,36.42301235,8,2,5,Subscribed,100.91255216895318,10193.947060490147
30,8,A,East,No,High,1811.574111,5.43745535,13.05744104,6,2,3,Not_Subscribed,98.56797481,9641.993703
31,10,C,South,Yes,High,1433.934213,6.225116124,40.06606541,9,3,3,Subscribed,99.25555527,9813.888817
50,5,A,West,Yes,High,1571.659941,19.31925692,24.30301037,7,3,4,Subscribed,114.5525909,13638.14772
46,3,C,East,Yes,Low,4587.955483,25.48739213,26.42172067,2,3,3,Subscribed,101.0389177,10259.72943
60,7,C,North,Yes,High,2606.310744,13.16847226,56.37881752,8,3,2,Not_Subscribed,114.6528015,13663.20039
53,2,B,South,Yes,High,2598.347358,13.74035997,33.01873381,3,3,3,Subscribed,98.3856684,9596.417099
61,6,B,South,No,Low,3922.590391,19.90866244,26.13677525,5,3,6,Not_Subscribed,101.5727038,10393.17595
27,6,A,North,Yes,Low,1195.214918,11.85532223,7.947056272,4,3,4,Not_Subscribed,60.03598631,8.996577339
48,6,A,East,No,Low,2692.694093,5.665209152,43.89764134,5,1,5,Subscribed,118.3265535,10193.947060490147
23,5,A,South,No,Medium,2434.933464,23.38071295,16.54790329,4,2,8,Not_Subscribed,106.9297695,11732.44238
18,0,D,East,No,Low,3186.098107,20.64124782,19.96561097,8,3,2,Not_Subscribed,119.9602022,14990.05055
24,6,D,North,No,Medium,4998.009665,19.51889998,26.68647701,0,0,8,Not_Subscribed,42.07489244,-4481.276891
44,4,D,West,No,Medium,3962.520023,23.54210322,44.16411792,7,1,6,Not_Subscribed,141.7674941,20441.87352
38,6,D,South,No,High,2290.395664,21.88077094,37.73239987,4,1,7,Subscribed,97.20820744,9302.051859
45,3,D,South,No,Medium,4223.988735,10.1470497,28.4216249,5,3,3,Not_Subscribed,122.1636563,15540.91408
33,6,B,East,No,High,1268.187635,13.81202617,33.08292064,2,2,1,Subscribed,79.20188146,4800.470364
63,3,C,South,No,Medium,637.0865884,8.152753542,23.99614307,3,3,7,Not_Subscribed,100.91255216895318,13063.86953
40,5,D,West,No,Low,1420.017676,8.246425335,31.3965369,3,1,3,Not_Subscribed,78.93168874,4732.922184
37,2,A,North,No,High,2031.852003,21.90489366,30.73336745,1,3,3,Subscribed,87.52462079,6881.155197
55,4,C,South,Yes,Medium,2797.613409,26.46500267,39.68769896,3,0,2,Not_Subscribed,138.2806271,19570.15677
42,7,D,North,No,High,3268.081132,29.0683146,39.67178122,4,1,4,Not_Subscribed,96.18635198,9046.587996
45,6,D,East,No,Low,4597.725727,20.70867794,34.93977382,4,1,3,Subscribed,104.3486575,11087.16437
22,7,B,West,No,Medium,2794.343043,9.602533084,26.37652442,7,1,2,Not_Subscribed,117.4013546,14350.33865
38,6,B,South,Yes,Medium,2755.740401,7.641258636,37.41822294,9,1,6,Subscribed,109.9136378,12478.40944
35,2,B,North,Yes,Low,726.0935442,25.32127429,29.08031534,1,2,4,Subscribed,103.0083781,10752.09453
64,0,D,West,No,Medium,657.101987,19.46891191,19.18085631,3,0,2,Not_Subscribed,100.91255216895318,11824.80501
23,4,B,North,Yes,Medium,2980.219829,20.45712553,25.96712208,5,5,2,Subscribed,148.0683117,10193.947060490147
46,5,D,East,Yes,High,2471.80376,24.53655222,30.84526984,1,2,7,Not_Subscribed,98.84762406,9711.906015
36,2,C,West,No,Medium,4276.311777,22.58193069,39.10215784,3,1,3,Not_Subscribed,104.0219809,11005.49523
50,3,C,West,No,Low,1223.058131,25.86145632,28.16471828,5,3,7,Subscribed,121.0130879,15253.27198
18,6,D,East,Yes,Medium,612.3724795,6.405347636,17.90801289,7,3,3,Not_Subscribed,100.91255216895318,15527.62966
62,9,A,East,Yes,High,2520.674456,23.68801592,30.56741683,4,4,3,Subscribed,123.7406061,15935.15153
20,6,D,South,No,Medium,1568.653505,26.27131893,31.1345604,6,1,0,Not_Subscribed,112.7746044,13193.65111
59,4,C,East,No,High,723.26468,12.15337606,31.85837629,4,4,6,Subscribed,100.91255216895318,4284.975436
38,2,C,East,No,Medium,3760.692291,21.01118185,39.19871516,3,2,2,Subscribed,132.6686306,18167.15766
52,6,D,North,No,High,1002.1685,12.8540516,40.1892324,5,1,2,Subscribed,77.07309214,4268.273035
58,7,D,West,No,High,3237.43775,28.94927666,24.05789128,4,3,5,Subscribed,106.0527093,11513.17733
57,2,D,North,No,Medium,1764.723876,5.835589311,23.83856542,4,6,4,Subscribed,84.914483,6228.62075
20,6,C,East,Yes,Low,1280.732227,19.4948211,19.59801289,4,4,5,Subscribed,98.71723307,9679.308267
42,8,A,South,No,Low,2208.881853,9.162588676,36.9881567,5,2,4,Not_Subscribed,106.5752482,11643.81205
62,4,D,North,No,Medium,4106.505993,22.80550513,44.48820108,4,0,7,Not_Subscribed,106.4271443,11606.78608
55,6,C,North,Yes,Medium,2264.421096,9.397257085,26.84918072,8,3,2,Not_Subscribed,108.4384151,10193.947060490147
62,6,D,West,No,Medium,3878.463421,10.88458155,27.58569435,3,2,4,Not_Subscribed,132.2742254,18068.55635
37,1,C,West,No,Medium,1064.688336,17.35927028,44.66782557,5,2,2,Subscribed,109.070686,12267.67151
61,7,D,West,Yes,Medium,3977.471388,27.87087375,35.05557853,4,3,6,Subscribed,95.11686729,8779.216824
62,6,C,South,Yes,Low,1566.199962,10.2928593,34.36235705,3,1,10,Subscribed,119.2817434,14820.43584
51,5,D,South,No,High,3548.269084,8.606000528,18.09083494,5,1,2,Subscribed,123.7894098,15947.35244
38,3,B,East,Yes,High,3046.016997,23.9744208,36.78728069,5,1,3,Not_Subscribed,75.4478437,10193.947060490147
40,7,D,East,No,Low,4681.151227,17.51548831,20.70863659,5,4,7,Subscribed,111.9480014,10193.947060490147
23,4,C,West,No,Low,2242.951331,27.79462781,18.65979814,2,1,1,Subscribed,114.0234548,13505.86371
30,2,D,North,Yes,High,797.7433498,8.665363929,26.53228423,4,3,11,Subscribed,94.04872993,8512.182483
40,7,A,West,No,Low,586.199685,21.14819733,24.14207277,4,4,4,Not_Subscribed,100.91255216895318,16878.53407
26,5,D,East,No,Medium,4220.863524,10.82197865,27.78400306,7,1,4,Not_Subscribed,96.99888826,9249.722065
34,8,D,North,No,Low,2861.310369,8.919010716,15.59018365,2,2,6,Not_Subscribed,102.5115291,10627.88227
19,7,D,East,No,Low,3988.598233,22.08573538,39.58816306,3,1,4,Not_Subscribed,96.53856351,9134.640879
36,5,A,South,Yes,Low,1554.9152,19.8421155,41.27686295,4,2,3,Subscribed,100.311581,10077.89524
36,4,A,West,Yes,Low,2052.876855,23.87068646,10.52657526,5,1,5,Not_Subscribed,78.07449826,4518.624566
24,3,A,West,No,High,635.467425,12.73656441,39.78457806,7,2,5,Not_Subscribed,100.91255216895318,2799.745587
59,9,B,North,No,High,4826.715461,16.19929141,21.8947137,5,3,7,Subscribed,131.8901013,17972.52532
59,4,A,West,No,High,3505.40558,15.13679191,38.56975537,3,0,5,Not_Subscribed,83.06077303,5765.193258
37,8,B,East,No,High,4699.422895,29.6022366,29.31553507,2,1,5,Not_Subscribed,80.17215301,5043.038253
26,4,D,East,No,Medium,1694.733833,12.30622392,30.28775564,5,0,6,Subscribed,56.93219773,-766.950568
34,2,B,South,Yes,Medium,3251.586251,12.37043096,28.14902351,7,4,2,Not_Subscribed,87.22076505,6805.191262
44,2,D,East,Yes,High,3553.249857,13.86370522,42.12129204,5,3,5,Not_Subscribed,73.53820413,3384.551033
64,5,B,North,Yes,High,1928.973651,19.11485203,17.60411987,5,1,5,Not_Subscribed,132.8403032,18210.0758
19,8,A,East,No,High,4316.491558,11.30806861,36.07840339,7,2,5,Not_Subscribed,120.1963418,15049.08545
53,5,A,South,No,Low,4762.226583,27.88224851,41.01330165,7,1,5,Subscribed,86.2369931,6559.248274
36,6,B,South,No,Medium,4481.84803,11.64213912,37.16340081,10,2,5,Subscribed,145.0487161,21262.17903
34,3,B,West,Yes,Medium,3825.801392,27.39539329,53.24698914,4,6,3,Not_Subscribed,119.6353097,14908.82743
22,5,A,North,No,Low,1748.591059,7.586876591,24.71053237,4,6,3,Subscribed,93.50337233,8375.843082
56,8,D,East,Yes,Low,1767.272189,21.41406756,39.57304823,0,2,4,Subscribed,50.0118857,-2497.028574
35,4,D,South,No,Low,4835.121442,27.67463796,28.93909365,3,2,1,Not_Subscribed,145.8188515,21454.71286
24,5,D,East,No,Medium,546.2802317,9.21873596,42.33406076,3,3,6,Not_Subscribed,100.91255216895318,3052.137666
34,1,D,South,No,Low,3722.22488,29.208174,29.92311004,2,2,1,Subscribed,67.09202506,1773.006265
56,5,C,West,No,Low,3678.107731,16.32208401,26.12124218,9,0,1,Subscribed,120.4514086,15112.85216
53,6,D,South,Yes,Low,3302.102934,28.64287771,43.06072204,8,2,3,Not_Subscribed,148.7950481,22198.76203
57,3,C,West,No,High,4955.489807,21.92050109,25.08438061,8,2,4,Subscribed,127.6854564,16921.36409
62,6,C,North,No,Low,1903.457461,12.53967175,15.87274241,4,2,2,Subscribed,111.2781824,12819.5456
21,5,A,East,Yes,High,2029.873387,9.707563123,24.83153117,10,4,3,Not_Subscribed,111.8950868,12973.77171
55,5,A,East,Yes,Medium,855.2273133,12.59337616,36.19032947,3,4,4,Not_Subscribed,117.0683112,14267.07779
42,6,B,West,Yes,Medium,2492.591614,7.325435232,43.92038752,2,2,5,Not_Subscribed,115.1785718,13794.64295
22,6,D,North,No,Medium,1674.718368,8.596699159,31.11129375,2,0,4,Not_Subscribed,105.6238285,11405.95712
47,7,D,West,No,High,2045.24016,7.616511009,43.18197067,2,2,4,Subscribed,102.0840221,10521.00552
29,6,A,South,No,Low,4255.573056,15.57358859,16.41825079,6,0,5,Not_Subscribed,98.74813744,9687.034361
21,5,A,West,No,Medium,4709.680311,24.88945941,25.56736535,2,3,6,Subscribed,84.92070822,6230.177056
41,6,A,North,Yes,Low,1335.798824,8.534588855,27.11424883,9,2,4,Subscribed,94.38649846,8596.624616
46,6,B,South,Yes,High,2176.290192,8.258010829,28.85440573,8,1,2,Not_Subscribed,66.14086372,1535.215929
26,5,D,East,Yes,Medium,4678.83753,21.08572374,30.84094388,4,2,5,Subscribed,98.03320746,9508.301866
21,10,B,East,Yes,Low,778.1380731,9.929574549,36.90910957,4,3,5,Not_Subscribed,80.22817786,5057.044464
41,4,C,East,Yes,Low,915.6223765,7.440250953,25.55193162,3,3,3,Not_Subscribed,77.92821366,4482.053414
31,8,C,North,No,Medium,1232.559451,9.171214455,31.39028687,9,3,3,Subscribed,103.597883,10899.47076
22,6,D,North,No,Low,3178.457754,28.0932849,29.5487711,10,1,3,Subscribed,127.8400457,16960.01143
35,4,A,North,No,High,1177.12522,25.53678132,20.74110096,5,2,2,Subscribed,118.3663321,10193.947060490147
59,5,A,North,Yes,Medium,4856.343717,13.85161406,28.86333311,5,1,3,Not_Subscribed,68.58998793,2147.496982
36,4,B,North,Yes,Medium,2510.215373,21.39551918,28.5634047,9,2,5,Not_Subscribed,80.20743727,5051.859317
29,6,C,South,No,Medium,2756.830822,18.43189184,28.34919435,2,2,5,Not_Subscribed,118.8154238,14703.85594
35,2,C,West,No,Medium,1609.963771,21.92810659,30.31759457,5,1,0,Subscribed,80.35025213,5087.563032
34,2,D,East,No,High,2619.321136,22.06677881,30.75673541,5,4,4,Not_Subscribed,95.507337,8876.83425
47,9,C,North,No,High,3478.611347,20.71835038,25.67704821,8,1,1,Not_Subscribed,111.001042,12750.2605
41,1,A,East,No,Low,3880.297116,11.65253421,42.72714734,6,2,5,Subscribed,80.6331109,5158.277726
28,3,A,North,No,High,3892.406372,5.975160519,18.30519371,6,0,6,Subscribed,102.1075101,10526.87753
52,4,A,East,Yes,Low,3100.510007,16.38916955,22.79029892,7,0,4,Not_Subscribed,73.3194901,10193.947060490147
40,3,D,West,No,Low,4569.618987,27.27434712,57.79963624,5,2,0,Not_Subscribed,87.97264712,6993.16178
34,2,B,East,Yes,Medium,4178.335313,19.23743146,19.62008645,5,0,5,Not_Subscribed,106.3956387,11598.90967
18,6,C,East,No,Low,3906.716516,25.80977604,16.46245325,7,4,4,Subscribed,68.14012533,10193.947060490147
32,2,D,North,Yes,Medium,750.2248476,29.79060857,37.34476745,4,2,2,Not_Subscribed,108.8094948,12202.37369
49,7,B,South,Yes,Low,530.95083,9.090405103,9.228801462,4,0,4,Not_Subscribed,100.91255216895318,9901.811005
26,10,D,South,Yes,High,1456.012747,22.29444098,27.6472609,6,0,2,Subscribed,111.0497991,12762.44977
32,1,C,East,No,Medium,3485.856173,21.85733934,51.45824925,6,5,5,Not_Subscribed,104.4782827,11119.57067
45,2,A,South,No,Low,2350.3887,29.49888618,14.55064078,4,2,5,Not_Subscribed,127.2828086,16820.70215
41,4,B,West,No,High,2310.828167,29.64001835,10.18035514,3,1,4,Not_Subscribed,102.5044901,10626.12251
52,4,B,West,No,High,4480.640997,22.16696529,15.00818798,3,2,5,Subscribed,91.41188918,7852.972294
39,8,D,South,Yes,Medium,4530.032817,11.0903698,38.98359568,10,1,2,Subscribed,102.4459501,10611.48752
44,6,D,South,No,Medium,4591.288688,24.96389595,41.2477672,6,2,10,Subscribed,110.8659606,12716.49015
36,2,A,West,No,Medium,1912.451344,7.675728355,24.87411203,6,1,3,Subscribed,100.9772014,10244.30035
62,6,D,South,No,Low,3609.751157,24.5174826,36.83212404,4,3,1,Not_Subscribed,100.8118338,10202.95846
29,8,C,South,Yes,Medium,1722.349316,27.7549031,43.90255328,1,0,7,Subscribed,85.96016624,6490.041561
37,8,C,North,Yes,High,1357.744249,14.57083487,47.87346414,5,0,3,Subscribed,86.74198165,6685.495412
18,2,C,North,No,High,1330.846058,20.76588237,27.53664719,7,1,0,Subscribed,71.94789456,2986.973641
38,5,C,South,No,Medium,2039.484294,15.7535683,6.985282823,4,3,7,Subscribed,134.9915349,18747.88372
62,4,A,South,No,Medium,2434.809289,15.94412637,21.79121078,3,3,4,Not_Subscribed,75.12273529,10193.947060490147
18,3,A,North,No,High,4239.27127,12.75927223,25.73195805,5,2,2,Subscribed,86.14189604,6535.474011
27,8,A,North,Yes,Low,1039.509921,24.05324051,27.41061203,7,2,4,Not_Subscribed,85.63185469,6407.963672
64,3,D,South,No,High,3807.166313,28.4044141,28.12140599,9,3,5,Subscribed,117.8984875,14474.62188
49,7,A,North,No,High,2891.547114,28.51877148,41.18894598,2,3,4,Not_Subscribed,94.10100643,10193.947060490147
56,2,B,West,Yes,High,1795.754042,9.369532122,42.74428427,6,2,4,Subscribed,124.9548415,16238.71036
39,1,B,East,No,Medium,2717.68813,26.86859124,28.28326346,2,1,1,Subscribed,86.53018752,6632.546879
35,5,B,West,No,Low,1849.739314,23.43578604,40.98484876,3,1,3,Subscribed,105.5798832,11394.97081
63,4,D,North,No,Low,3182.368799,11.32093502,33.57661367,5,1,4,Not_Subscribed,83.29305893,5823.264734
49,4,D,West,Yes,Medium,2452.297653,6.682115323,30.64505973,3,1,3,Subscribed,142.9029826,20725.74564
44,4,A,East,Yes,High,1239.824881,11.69993167,39.06544157,4,0,4,Not_Subscribed,76.24803162,4062.007905
45,3,C,North,No,Medium,1024.623836,27.80520592,30.72252048,5,3,0,Not_Subscribed,106.1964142,10193.947060490147
35,0,B,West,No,Medium,2960.130569,20.82946687,50.57811177,4,2,5,Not_Subscribed,112.6755376,13168.8844
56,2,D,West,Yes,Low,4560.85865,23.02636652,15.61588833,5,3,3,Subscribed,108.2759819,12068.99549
46,3,B,East,Yes,Low,2047.80959,11.42880878,24.84829101,2,3,7,Subscribed,96.29424682,9073.561706
35,4,A,North,Yes,Medium,3798.500483,22.98470389,28.73481103,4,2,3,Subscribed,97.40358601,9350.896501
61,2,D,South,No,Medium,3463.976097,5.703037657,34.3945269,5,4,3,Subscribed,100.8762294,10219.05736
25,6,C,North,Yes,Low,4691.997114,14.38303364,42.67960487,6,0,6,Subscribed,97.05995997,9264.989992
48,5,C,East,Yes,Low,4194.414578,20.66883371,29.75601433,10,0,4,Not_Subscribed,119.2775823,14819.39558
51,1,D,East,Yes,High,3049.723665,8.652414139,15.7777035,5,3,2,Subscribed,144.21046,21052.61501
24,8,C,East,No,Medium,3456.637242,25.57508936,38.42513896,6,1,3,Subscribed,88.8501643,10193.947060490147
53,6,A,East,Yes,High,4542.7391,10.87578247,37.54958766,7,1,7,Subscribed,72.60394041,3150.985102
35,1,C,South,No,High,2297.834531,21.30702782,10.58141341,4,3,1,Not_Subscribed,98.23435903,9558.589758
55,9,B,North,No,High,1970.576176,15.12992856,29.96195866,7,0,6,Subscribed,151.5941868,22898.54669
26,3,B,North,No,Low,548.6498764,19.90108989,14.09858169,6,5,7,Subscribed,100.91255216895318,5981.62716
26,9,B,West,No,High,4219.479834,7.686263816,23.35348902,2,1,6,Subscribed,132.7823361,18195.58403
63,4,D,South,Yes,Low,4104.413152,5.422819998,20.97191073,3,1,5,Subscribed,133.5540163,18388.50407
25,3,D,South,No,Low,970.0453315,27.73911068,38.09264698,4,3,8,Not_Subscribed,88.92823517,7232.058791
52,7,D,West,No,Low,3095.858215,11.74075022,31.16830174,4,2,3,Not_Subscribed,111.3796616,12844.9154
35,5,D,West,No,Medium,2587.917642,25.49192507,17.14408999,5,4,2,Subscribed,132.5679325,18141.98312
22,6,D,North,Yes,High,1034.19093,29.98375751,38.80065963,7,5,3,Not_Subscribed,92.41744518,8104.361295
31,3,A,North,Yes,Low,4912.557022,10.28578145,15.66194176,3,0,3,Not_Subscribed,95.9283928,8982.098199
45,7,D,North,Yes,Medium,1466.131494,11.62926853,33.3011379,3,0,3,Not_Subscribed,88.36638172,7091.59543
47,5,C,South,Yes,Medium,802.5538104,21.57149469,21.85989331,6,1,3,Subscribed,79.70486539,4926.216347
21,8,A,South,No,Medium,3176.813208,29.13621587,26.34322917,3,1,5,Not_Subscribed,87.0144491,6753.612275
56,7,D,West,No,Low,3824.900047,27.8953587,35.04270748,9,3,1,Subscribed,75.52119466,3880.298666
37,3,C,East,No,Low,645.9955072,17.571888,35.21449399,7,2,4,Subscribed,100.91255216895318,10170.41734
42,5,A,East,Yes,Low,3464.229374,24.87775706,43.36969074,5,3,2,Not_Subscribed,84.60053538,6150.133845
45,9,B,East,Yes,Medium,2895.313442,8.393646327,29.177463,6,0,3,Not_Subscribed,104.6757182,11168.92956
29,5,A,East,Yes,Low,964.6925399,29.43595461,33.06450863,6,2,4,Not_Subscribed,68.88208708,2220.521769
