department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
sweing,Tuesday,5,0.65,26.82,1001,7080,26,0,0,1,59,0.650044068
sweing,Tuesday,7,0.6,30.48,1017,6840,25,0,0,1,57,0.630402924
sweing,Wednesday,12,0.8,15.26,470,4080,63,0,0,0,34,0.800401961
sweing,Wednesday,3,0.8,30.1,735,6960,63,0,0,1,58,0.800071839
sweing,Wednesday,11,0.8,11.41,560,3420,50,0,0,0,58,0.800034503
sweing,Wednesday,10,0.75,21.82,1674,6000,34,0,0,0,50,0.750608
sweing,Wednesday,9,0.75,18.79,290,5040,45,0,0,0,52,0.750347333
sweing,Wednesday,2,0.75,16.1,971,5400,45,0,0,1,45,0.750140741
sweing,Wednesday,1,0.75,26.82,1322,7080,45,0,0,0,59,0.750050847
sweing,Wednesday,4,0.75,26.82,1054,7080,45,0,0,0,59,0.750050847
sweing,Wednesday,5,0.7,26.82,992,6960,30,0,0,1,58,0.700556897
sweing,Wednesday,8,0.7,30.48,914,6840,30,0,0,1,57,0.700505263
sweing,Wednesday,6,0.7,23.41,1128,4560,40,0,0,1,38,0.700246491
sweing,Wednesday,7,0.65,30.48,935,6840,26,0,0,1,57,0.650596491
